Trait	PC	Delta	Var.Delta	z	P	First_Author	Trait_ID_2.0	Trait_long	Trait_class	Population	FDR.PC	stars	Label	Label2
20002_1220_PanUKBB_PanUKBBR2_1	PC3	0.00173969569273075	1.83370204016962e-05	0.406264527537398	0.68454824620827	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.978881232708838	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC4	0.00181869754245453	1.7602281165423e-05	0.433486925398499	0.664661062567624	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.965400329565839	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC5	-0.0098980534464478	1.58791732198104e-05	-2.48390997415818	0.0129948655473377	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.463609644550332	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC6	-0.00602682483370453	1.47009260502242e-05	-1.57186854270204	0.115981041316462	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.804203158510684	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC7	0.0019218796917242	1.56779849246595e-05	0.485379104862599	0.62740745156999	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.967588197143568	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC8	0.00530062284108043	1.66293503265009e-05	1.29983809940879	0.193656464363566	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.791476624590631	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC9	0.00779786994771104	1.34643581550514e-05	2.12511853933592	0.0335767229868156	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.72728449035593	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC10	0.012134349646893	1.71330515239369e-05	2.93156241034088	0.00337261592682689	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.215097949110959	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC11	0.00571330523744615	1.72838727754612e-05	1.37425364248646	0.169362952590408	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.841210438336762	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC12	-0.00866233191703921	1.45505662125571e-05	-2.27088360011114	0.0231540252999582	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.541754101608503	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC13	0.00828573178398699	1.42705466721144e-05	2.19336326531869	0.0282812167950626	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.823888901185269	""	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1220_PanUKBB_PanUKBBR2_1	PC14	0.0159149961464876	1.57733674312573e-05	4.00723053277459	6.14348915269397e-05	PanUKBB	20002_1220	Diabetes (UKBB)	OTH	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.0141054510945854	○	Diabetes / PanUKBB	Diabetes (Trans-ethnic (AFR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC1	0.0106810493064196	1.45852903916611e-05	2.79676759977152	0.00516166465726152	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.145100128698574	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC2	-0.0110073179083968	1.55192371949233e-05	-2.79412817295476	0.00520398480338854	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.0572438328372739	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC3	-0.00314558764946053	1.66660758074195e-05	-0.77052212646266	0.440990235009984	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.992863206181961	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC4	0.00136281218798446	1.61683068883837e-05	0.338925103219866	0.734666152873502	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.964218920413187	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC5	-0.016645506833172	1.44108928072739e-05	-4.38481807682595	1.16082750221024e-05	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.000139852075266281	●	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC6	-0.0214797076167689	1.33762873923583e-05	-5.8730076950049	4.27958600102199e-09	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	1.08273525825856e-06	●	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC7	0.00262443740270318	1.43271461314867e-05	0.693356151971153	0.488086072327763	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.965881768196245	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC8	0.0288727813381793	1.49414742202056e-05	7.46950628314241	8.04962656073352e-14	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	6.78851839955193e-12	●	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC9	-0.0143571551042359	1.22903433809627e-05	-4.09530624637215	4.21610699942434e-05	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.00180277932293097	●	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC10	0.00474341764351741	1.56370883756093e-05	1.19953636719042	0.230319452588365	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.647453572276182	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC11	0.0153461592170429	1.54169480674327e-05	3.90841341243948	9.29042322691482e-05	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.0078349235880315	●	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC12	-0.0129947777717974	1.32899142808924e-05	-3.56457508310748	0.000364446117712861	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.0461024338906769	○	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC13	-0.000404079418078775	1.30692613135873e-05	-0.111774107117835	0.911002518373474	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.999898214598188	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1226_PanUKBB_PanUKBBR2_1	PC14	-0.000184548268165134	1.44563686781809e-05	-0.0485378311268893	0.961287615079243	PanUKBB	20002_1226	Hypothyroidism/Myxoedema (UKBB)	IMD	Trans-ethnic (CSA,EUR)	0.998319060307216	""	Hypothyroidism/Myxoedema / PanUKBB	Hypothyroidism/Myxoedema (Trans-ethnic (CSA,EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC1	-0.00270769010625499	8.57182087382867e-05	-0.292457265232881	0.769937029630442	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.923521172745561	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC2	0.0114443934985241	9.09852671159552e-05	1.19979554427368	0.230218755086356	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.551354514009934	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC3	-0.001649269176923	9.79518640218028e-05	-0.166642276563045	0.867651526888088	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.992863206181961	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC4	0.0075447217989144	9.51807915749589e-05	0.773336617030413	0.439323190488268	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.775901221152902	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC5	-0.0411991485433894	8.44372003997027e-05	-4.48354288285307	7.3413840950125e-06	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	9.28685088019081e-05	●	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC6	0.0163170621426371	7.84769438075287e-05	1.84192069188073	0.0654867514425154	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.434255923269708	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC7	-0.0115492714839155	8.42266915755016e-05	-1.2584319017024	0.208235600642444	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.965881768196245	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC8	-0.00780823309870744	8.71756295658359e-05	-0.836286764730009	0.402993597103024	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.870359010492837	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC9	0.0179340889246008	7.20578859856491e-05	2.1127035421912	0.034626149931999	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.275642964376661	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC10	-0.00350506781492016	9.16433693850684e-05	-0.366138923968602	0.71426141394385	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.926708398604072	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC11	-0.00833436217244327	8.97135419789749e-05	-0.879920361064942	0.3789024537017	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.841767055362913	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC12	0.00481595078929839	7.82640115115775e-05	0.544378529760685	0.58618101725874	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.981448004343918	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC13	-0.0161003321070732	7.67570992846614e-05	-1.83770398656497	0.0661060361185914	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.592868125756168	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1374_PanUKBB_PanUKBBR2_1	PC14	-0.0031587431230519	8.49076854636681e-05	-0.342799996022359	0.731748928946581	PanUKBB	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	European (EUR)	0.998319060307216	""	Allergy/Hypersensitivity/Anaphylaxis / PanUKBB	Allergy/Hypersensitivity/Anaphylaxis (European (EUR)) / PanUKBB
20002_1387_PanUKBB_PanUKBBR2_1	PC1	0.000892302886176272	1.13423272495208e-05	0.264948344985246	0.791049254785274	PanUKBB	20002_1387	Hayfever/Allergic Rhinitis (UKBB)	IMD	Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)	0.923521172745561	""	Hayfever/Allergic Rhinitis / PanUKBB	Hayfever/Allergic Rhinitis (Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1387_PanUKBB_PanUKBBR2_1	PC2	0.0121363800638576	1.21538052508257e-05	3.48123252021123	0.00049911200683432	PanUKBB	20002_1387	Hayfever/Allergic Rhinitis (UKBB)	IMD	Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)	0.00901966698064878	●	Hayfever/Allergic Rhinitis / PanUKBB	Hayfever/Allergic Rhinitis (Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)) / PanUKBB
20002_1387_PanUKBB_PanUKBBR2_1	PC3	0.00643860073926569	1.30480413126859e-05	1.78245606357324	0.0746748899987722	PanUKBB	20002_1387	Hayfever/Allergic Rhinitis (UKBB)	IMD	Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)	0.992863206181961	""	Hayfever/Allergic Rhinitis / PanUKBB	Hayfever/Allergic Rhinitis (Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)) / PanUKBB
