Trait	nSNP	overall_p	mscomp
20002_1078_Neale_UKBB_1	1661	0.117835077226795	PC7 (1e-02)
20002_1078_PanUKBB_PanUKBBR1_1	1661	0.0981206359238743	PC1 (9e-03)
20002_1078_PanUKBB_PanUKBBR2_1	1661	0.0981206359238743	PC1 (9e-03)
20002_1079_Neale_UKBB_1	1661	0.373100693306972	PC5 (3e-02)
20002_1079_PanUKBB_PanUKBBR1_1	1661	0.734722064613363	PC5 (6e-02)
20002_1079_PanUKBB_PanUKBBR2_1	1661	0.734722064613363	PC5 (6e-02)
20002_1080_Neale_UKBB_1	1661	0.960363160330731	PC1 (2e-01)
20002_1080_PanUKBB_PanUKBBR1_1	1661	0.896627616630118	PC13 (7e-02)
20002_1080_PanUKBB_PanUKBBR2_1	1661	0.896627616630118	PC13 (7e-02)
20002_1081_Neale_UKBB_1	1661	0.402354123967377	PC8 (3e-02)
20002_1081_PanUKBB_PanUKBBR1_1	1661	0.199106139561688	PC8 (2e-02)
20002_1081_PanUKBB_PanUKBBR2_1	1661	0.199106139561688	PC8 (2e-02)
20002_1082_Neale_UKBB_1	1661	0.895914099812629	PC4 (7e-02)
20002_1082_PanUKBB_PanUKBBR1_1	1661	0.807297085393745	PC4 (8e-02)
20002_1082_PanUKBB_PanUKBBR2_1	1661	0.807297085393745	PC4 (8e-02)
20002_1083_Neale_UKBB_1	1661	0.2655452003091	PC1 (3e-03)
20002_1083_PanUKBB_PanUKBBR1_1	1661	0.33554386779955	PC1 (3e-02)
20002_1083_PanUKBB_PanUKBBR2_1	1661	0.33554386779955	PC1 (3e-02)
20002_1086_Neale_UKBB_1	1661	0.477312599043058	PC11 (3e-02)
20002_1086_PanUKBB_PanUKBBR1_1	1661	0.602693021519436	PC7 (8e-02)
20002_1086_PanUKBB_PanUKBBR2_1	1661	0.602693021519436	PC7 (8e-02)
20002_1087_Neale_UKBB_1	1661	0.551353865608517	PC13 (6e-02)
20002_1087_PanUKBB_PanUKBBR1_1	1659	0.424819079863308	PC14 (2e-02)
20002_1087_PanUKBB_PanUKBBR2_1	1659	0.424819079863308	PC14 (2e-02)
20002_1093_Neale_UKBB_1	1661	0.0863907912137225	PC10 (2e-02)
20002_1093_PanUKBB_PanUKBBR1_1	1661	0.0839677223936647	PC10 (1e-02)
20002_1093_PanUKBB_PanUKBBR2_1	1661	0.0839677223936647	PC10 (1e-02)
20002_1094_Neale_UKBB_1	1661	0.446059162035675	PC1 (3e-02)
20002_1094_PanUKBB_PanUKBBR1_1	1661	0.644897309113083	PC7 (5e-02)
20002_1094_PanUKBB_PanUKBBR2_1	1661	0.644897309113083	PC7 (5e-02)
20002_1111_Neale_UKBB_1	1661	4.35279315722346e-137	PC5 (7e-123)
20002_1111_PanUKBB_PanUKBBR1_1	1661	8.1377643240227e-159	PC5 (9e-139)
20002_1111_PanUKBB_PanUKBBR2_1	1661	1.29642960758557e-160	PC5 (8e-140)
20002_1112_Neale_UKBB_1	1661	0.127441662507866	PC9 (7e-03)
20002_1112_PanUKBB_PanUKBBR1_1	1661	0.162026507406049	PC9 (7e-03)
20002_1112_PanUKBB_PanUKBBR2_1	1661	0.162026507406049	PC9 (7e-03)
20002_1113_Neale_UKBB_1	1661	0.127567381867235	PC5 (4e-03)
20002_1113_PanUKBB_PanUKBBR1_1	1661	0.0943072865512511	PC5 (7e-03)
20002_1113_PanUKBB_PanUKBBR2_1	1661	0.0943072865512511	PC5 (7e-03)
20002_1114_Neale_UKBB_1	1661	0.744663962472546	PC5 (3e-02)
20002_1114_PanUKBB_PanUKBBR1_1	1661	0.408386636757548	PC5 (5e-03)
20002_1114_PanUKBB_PanUKBBR2_1	1661	0.408386636757548	PC5 (5e-03)
20002_1115_Neale_UKBB_1	1661	0.88002351555926	PC6 (2e-01)
20002_1115_PanUKBB_PanUKBBR1_1	1661	0.823658258434209	PC2 (8e-02)
20002_1115_PanUKBB_PanUKBBR2_1	1661	0.823658258434209	PC2 (8e-02)
20002_1117_Neale_UKBB_1	1661	0.893299470050353	PC2 (2e-01)
20002_1117_PanUKBB_PanUKBBR1_1	1661	0.522757834348753	PC2 (8e-02)
20002_1117_PanUKBB_PanUKBBR2_1	1661	0.522757834348753	PC2 (8e-02)
20002_1120_Neale_UKBB_1	1661	0.0447063751180306	PC4 (2e-03)
20002_1120_PanUKBB_PanUKBBR1_1	1661	0.374144005083922	PC4 (3e-02)
20002_1120_PanUKBB_PanUKBBR2_1	1661	0.374144005083922	PC4 (3e-02)
20002_1121_PanUKBB_PanUKBBR1_1	1661	0.134099041693002	PC6 (8e-02)
20002_1121_PanUKBB_PanUKBBR2_1	1661	0.134099041693002	PC6 (8e-02)
20002_1123_Neale_UKBB_1	1661	0.579691411964596	PC14 (7e-02)
20002_1123_PanUKBB_PanUKBBR1_1	1661	0.92222324875844	PC14 (2e-01)
20002_1123_PanUKBB_PanUKBBR2_1	1661	0.92222324875844	PC14 (2e-01)
20002_1125_Neale_UKBB_1	1661	0.511812205735406	PC4 (1e-02)
20002_1125_PanUKBB_PanUKBBR1_1	1661	0.655060417475511	PC4 (2e-02)
20002_1125_PanUKBB_PanUKBBR2_1	1661	0.655060417475511	PC4 (2e-02)
20002_1126_Neale_UKBB_1	1661	0.313679649933874	PC10 (1e-02)
20002_1126_PanUKBB_PanUKBBR1_1	1661	0.324122166887377	PC10 (3e-02)
20002_1126_PanUKBB_PanUKBBR2_1	1661	0.324122166887377	PC10 (3e-02)
20002_1134_Neale_UKBB_1	1661	0.611923282705412	PC3 (1e-01)
20002_1134_PanUKBB_PanUKBBR1_1	1661	0.225680173273362	PC12 (3e-02)
20002_1134_PanUKBB_PanUKBBR2_1	1661	0.225680173273362	PC12 (3e-02)
20002_1135_Neale_UKBB_1	1661	0.701308104897849	PC10 (3e-02)
20002_1135_PanUKBB_PanUKBBR1_1	1661	0.467174275290604	PC10 (3e-02)
20002_1135_PanUKBB_PanUKBBR2_1	1661	0.467174275290604	PC10 (3e-02)
20002_1136_Neale_UKBB_1	1661	0.394784014221809	PC8 (5e-02)
20002_1136_PanUKBB_PanUKBBR1_1	1661	0.245931591376163	PC8 (7e-02)
20002_1136_PanUKBB_PanUKBBR2_1	1661	0.245931591376163	PC8 (7e-02)
20002_1137_Neale_UKBB_1	1661	0.722672239764431	PC10 (9e-02)
20002_1137_PanUKBB_PanUKBBR1_1	1661	0.626023525842493	PC10 (6e-02)
20002_1137_PanUKBB_PanUKBBR2_1	1661	0.626023525842493	PC10 (6e-02)
20002_1138_Neale_UKBB_1	1661	0.475795429059553	PC10 (1e-02)
20002_1138_PanUKBB_PanUKBBR1_1	1661	0.472833175729463	PC10 (5e-02)
20002_1138_PanUKBB_PanUKBBR2_1	1661	0.4845579639909	PC10 (4e-02)
20002_1139_Neale_UKBB_1	1661	0.18710137216982	PC5 (4e-02)
20002_1139_PanUKBB_PanUKBBR1_1	1661	0.114247769142193	PC2 (4e-02)
20002_1139_PanUKBB_PanUKBBR2_1	1661	0.114247769142193	PC2 (4e-02)
20002_1142_Neale_UKBB_1	1661	0.0250536598476738	PC10 (1e-03)
20002_1142_PanUKBB_PanUKBBR1_1	1661	0.17039969976524	PC10 (8e-03)
20002_1142_PanUKBB_PanUKBBR2_1	1661	0.17039969976524	PC10 (8e-03)
20002_1143_Neale_UKBB_1	1661	0.836613880742338	PC2 (9e-02)
20002_1143_PanUKBB_PanUKBBR1_1	1661	0.942684140249589	PC2 (1e-01)
20002_1143_PanUKBB_PanUKBBR2_1	1661	0.942684140249589	PC2 (1e-01)
20002_1154_Neale_UKBB_1	1661	0.160979824023843	PC1 (2e-02)
20002_1154_PanUKBB_PanUKBBR1_1	1661	0.602404150383454	PC1 (5e-02)
20002_1154_PanUKBB_PanUKBBR2_1	1661	0.602404150383454	PC1 (5e-02)
20002_1155_Neale_UKBB_1	1661	0.351911425240587	PC14 (6e-02)
20002_1155_PanUKBB_PanUKBBR1_1	1661	0.147228292159577	PC4 (1e-02)
20002_1155_PanUKBB_PanUKBBR2_1	1661	0.147228292159577	PC4 (1e-02)
20002_1156_Neale_UKBB_1	1661	0.584884449876956	PC6 (5e-02)
20002_1156_PanUKBB_PanUKBBR1_1	1661	0.59670855436573	PC3 (7e-02)
20002_1156_PanUKBB_PanUKBBR2_1	1661	0.59670855436573	PC3 (7e-02)
20002_1157_Neale_UKBB_1	1661	0.667416407714113	PC3 (2e-01)
20002_1157_PanUKBB_PanUKBBR1_1	1661	0.29936809262564	PC9 (2e-02)
20002_1157_PanUKBB_PanUKBBR2_1	1661	0.29936809262564	PC9 (2e-02)
20002_1158_Neale_UKBB_1	1661	0.668193955995227	PC11 (1e-01)
20002_1158_PanUKBB_PanUKBBR1_1	1661	0.70241579958564	PC11 (9e-02)
20002_1158_PanUKBB_PanUKBBR2_1	1661	0.70241579958564	PC11 (9e-02)
20002_1161_Neale_UKBB_1	1661	0.127325959282546	PC13 (9e-03)
20002_1161_PanUKBB_PanUKBBR1_1	1661	0.150003824442924	PC1 (6e-02)
20002_1161_PanUKBB_PanUKBBR2_1	1661	0.150003824442924	PC1 (6e-02)
20002_1162_Neale_UKBB_1	1661	0.00786006741799521	PC14 (3e-03)
20002_1162_PanUKBB_PanUKBBR1_1	1661	0.00159510318906496	PC8 (4e-03)
20002_1162_PanUKBB_PanUKBBR2_1	1661	0.00159510318906496	PC8 (4e-03)
20002_1163_Neale_UKBB_1	1661	0.626556135912129	PC3 (8e-02)
20002_1163_PanUKBB_PanUKBBR1_1	1661	0.29762723568308	PC9 (6e-02)
20002_1163_PanUKBB_PanUKBBR2_1	1661	0.29762723568308	PC9 (6e-02)
20002_1165_Neale_UKBB_1	1661	0.220462865525532	PC10 (2e-02)
20002_1165_PanUKBB_PanUKBBR1_1	1661	0.0718544200518196	PC10 (6e-03)
20002_1165_PanUKBB_PanUKBBR2_1	1661	0.0718544200518196	PC10 (6e-03)
20002_1190_Neale_UKBB_1	1661	0.628591114165398	PC4 (1e-02)
20002_1190_PanUKBB_PanUKBBR1_1	1661	0.370341790060874	PC4 (4e-02)
20002_1190_PanUKBB_PanUKBBR2_1	1661	0.370341790060874	PC4 (4e-02)
20002_1191_Neale_UKBB_1	1661	0.075355947168632	PC6 (2e-02)
20002_1191_PanUKBB_PanUKBBR1_1	1661	0.0430745742675232	PC13 (5e-02)
20002_1191_PanUKBB_PanUKBBR2_1	1661	0.0430745742675232	PC13 (5e-02)
20002_1192_Neale_UKBB_1	1661	0.858724688172867	PC11 (7e-02)
20002_1192_PanUKBB_PanUKBBR1_1	1661	0.344217769053772	PC14 (2e-02)
20002_1192_PanUKBB_PanUKBBR2_1	1661	0.344217769053772	PC14 (2e-02)
20002_1193_Neale_UKBB_1	1661	0.502980076474706	PC6 (9e-03)
20002_1193_PanUKBB_PanUKBBR1_1	1661	0.816576501694148	PC6 (3e-02)
20002_1193_PanUKBB_PanUKBBR2_1	1661	0.816576501694148	PC6 (3e-02)
20002_1194_Neale_UKBB_1	1661	0.793689506258429	PC4 (8e-02)
20002_1194_PanUKBB_PanUKBBR1_1	1661	0.922499403642218	PC6 (1e-01)
20002_1194_PanUKBB_PanUKBBR2_1	1661	0.922499403642218	PC6 (1e-01)
20002_1196_Neale_UKBB_1	1661	0.714175191039992	PC11 (2e-01)
20002_1196_PanUKBB_PanUKBBR1_1	1661	0.688801780466164	PC13 (9e-02)
20002_1196_PanUKBB_PanUKBBR2_1	1661	0.688801780466164	PC13 (9e-02)
20002_1197_Neale_UKBB_1	1661	0.126648376393709	PC1 (7e-04)
20002_1197_PanUKBB_PanUKBBR1_1	1661	0.0614862552104459	PC1 (2e-03)
20002_1197_PanUKBB_PanUKBBR2_1	1661	0.0614862552104459	PC1 (2e-03)
20002_1200_Neale_UKBB_1	1661	0.561757798839123	PC4 (6e-03)
20002_1200_PanUKBB_PanUKBBR1_1	1661	0.0988071420042848	PC4 (1e-04)
20002_1200_PanUKBB_PanUKBBR2_1	1661	0.0988071420042848	PC4 (1e-04)
20002_1201_Neale_UKBB_1	1661	0.028185194834894	PC1 (2e-03)
20002_1201_PanUKBB_PanUKBBR1_1	1661	0.0075111916803733	PC1 (1e-03)
20002_1201_PanUKBB_PanUKBBR2_1	1661	0.0075111916803733	PC1 (1e-03)
20002_1202_Neale_UKBB_1	1661	0.248104370203118	PC3 (2e-02)
20002_1202_PanUKBB_PanUKBBR1_1	1661	0.516031723245611	PC3 (2e-02)
20002_1202_PanUKBB_PanUKBBR2_1	1661	0.516031723245611	PC3 (2e-02)
20002_1220_Neale_UKBB_1	1661	1.41418781879407e-05	PC14 (2e-03)
20002_1220_PanUKBB_PanUKBBR1_1	1661	3.49880564922619e-08	PC14 (6e-05)
20002_1220_PanUKBB_PanUKBBR2_1	1661	3.49880564922619e-08	PC14 (6e-05)
20002_1222_Neale_UKBB_1	1661	0.0699312506258955	PC8 (5e-02)
20002_1222_PanUKBB_PanUKBBR1_1	1661	0.0815600855399491	PC5 (2e-02)
20002_1222_PanUKBB_PanUKBBR2_1	1661	0.0815600855399491	PC5 (2e-02)
20002_1223_Neale_UKBB_1	1661	0.146624670959866	PC12 (2e-02)
20002_1223_PanUKBB_PanUKBBR1_1	1661	0.0179309664227366	PC14 (2e-03)
20002_1223_PanUKBB_PanUKBBR2_1	1661	0.00796789927476686	PC12 (2e-03)
20002_1224_Neale_UKBB_1	1661	0.516765310264225	PC7 (6e-02)
20002_1224_PanUKBB_PanUKBBR1_1	1661	0.630548039101991	PC7 (1e-01)
20002_1224_PanUKBB_PanUKBBR2_1	1661	0.630548039101991	PC7 (1e-01)
20002_1225_Neale_UKBB_1	1661	0.114755426932611	PC6 (3e-03)
20002_1225_PanUKBB_PanUKBBR1_1	1661	0.203099791800135	PC6 (9e-03)
20002_1225_PanUKBB_PanUKBBR2_1	1661	0.203099791800135	PC6 (9e-03)
20002_1226_Neale_UKBB_1	1661	1.64389288824496e-27	PC8 (5e-13)
20002_1226_PanUKBB_PanUKBBR1_1	1661	4.22652879182297e-28	PC8 (1e-13)
20002_1226_PanUKBB_PanUKBBR2_1	1661	2.71428429659681e-28	PC8 (8e-14)
20002_1229_Neale_UKBB_1	1661	0.706955612448205	PC9 (1e-01)
20002_1229_PanUKBB_PanUKBBR1_1	1661	0.824232296783746	PC9 (4e-02)
20002_1229_PanUKBB_PanUKBBR2_1	1661	0.824232296783746	PC9 (4e-02)
20002_1230_PanUKBB_PanUKBBR1_1	1661	0.813655408539295	PC4 (1e-01)
20002_1230_PanUKBB_PanUKBBR2_1	1661	0.813655408539295	PC4 (1e-01)
20002_1234_Neale_UKBB_1	1661	0.0386193055195295	PC3 (6e-03)
20002_1234_PanUKBB_PanUKBBR1_1	1661	0.0358325711293524	PC3 (2e-02)
20002_1234_PanUKBB_PanUKBBR2_1	1661	0.0358325711293524	PC3 (2e-02)
20002_1238_Neale_UKBB_1	1661	0.0932561575283673	PC7 (5e-03)
20002_1238_PanUKBB_PanUKBBR1_1	1661	0.157245219172902	PC7 (1e-03)
20002_1238_PanUKBB_PanUKBBR2_1	1661	0.157245219172902	PC7 (1e-03)
20002_1240_Neale_UKBB_1	1661	0.38663152828994	PC10 (3e-02)
20002_1240_PanUKBB_PanUKBBR1_1	1661	0.473292809650275	PC10 (4e-02)
20002_1240_PanUKBB_PanUKBBR2_1	1661	0.473292809650275	PC10 (4e-02)
20002_1242_Neale_UKBB_1	1661	0.323507251878135	PC14 (4e-02)
20002_1242_PanUKBB_PanUKBBR1_1	1661	0.328185530654021	PC14 (2e-02)
20002_1242_PanUKBB_PanUKBBR2_1	1661	0.328185530654021	PC14 (2e-02)
20002_1243_Neale_UKBB_1	1661	0.195744617676234	PC4 (3e-02)
20002_1243_PanUKBB_PanUKBBR1_1	1661	0.286187012068476	PC11 (4e-02)
20002_1243_PanUKBB_PanUKBBR2_1	1661	0.286187012068476	PC11 (4e-02)
20002_1246_Neale_UKBB_1	1661	0.634539928687105	PC7 (5e-02)
20002_1246_PanUKBB_PanUKBBR1_1	1661	0.680576138239199	PC12 (8e-02)
20002_1246_PanUKBB_PanUKBBR2_1	1661	0.680576138239199	PC12 (8e-02)
20002_1247_Neale_UKBB_1	1661	0.897567168027924	PC9 (1e-01)
20002_1247_PanUKBB_PanUKBBR1_1	1661	0.870501988279165	PC12 (1e-01)
20002_1247_PanUKBB_PanUKBBR2_1	1661	0.870501988279165	PC12 (1e-01)
20002_1249_Neale_UKBB_1	1661	0.566212521694727	PC6 (1e-01)
20002_1249_PanUKBB_PanUKBBR1_1	1661	0.557299806510267	PC6 (9e-02)
20002_1249_PanUKBB_PanUKBBR2_1	1661	0.557299806510267	PC6 (9e-02)
20002_1250_Neale_UKBB_1	1661	0.532574882828866	PC11 (9e-02)
20002_1250_PanUKBB_PanUKBBR1_1	1661	0.515719634831282	PC11 (2e-02)
20002_1250_PanUKBB_PanUKBBR2_1	1661	0.515719634831282	PC11 (2e-02)
20002_1251_Neale_UKBB_1	1661	0.258726969783261	PC10 (2e-02)
20002_1251_PanUKBB_PanUKBBR1_1	1661	0.162149532821373	PC12 (6e-03)
20002_1251_PanUKBB_PanUKBBR2_1	1661	0.162149532821373	PC12 (6e-03)
20002_1254_Neale_UKBB_1	1661	0.120975802045986	PC14 (6e-02)
20002_1254_PanUKBB_PanUKBBR1_1	1661	0.161156156954618	PC2 (3e-02)
20002_1254_PanUKBB_PanUKBBR2_1	1661	0.161156156954618	PC2 (3e-02)
20002_1255_Neale_UKBB_1	1661	0.0364339929814841	PC9 (1e-02)
20002_1255_PanUKBB_PanUKBBR1_1	1661	0.322726745458677	PC9 (2e-02)
20002_1255_PanUKBB_PanUKBBR2_1	1661	0.322726745458677	PC9 (2e-02)
20002_1256_Neale_UKBB_1	1661	0.221041661795772	PC11 (3e-02)
20002_1256_PanUKBB_PanUKBBR1_1	1661	0.29416111594391	PC11 (4e-02)
20002_1256_PanUKBB_PanUKBBR2_1	1661	0.29416111594391	PC11 (4e-02)
20002_1257_Neale_UKBB_1	1661	0.0747544997982635	PC9 (6e-02)
20002_1257_PanUKBB_PanUKBBR1_1	1661	0.041270807249366	PC11 (2e-02)
20002_1257_PanUKBB_PanUKBBR2_1	1661	0.041270807249366	PC11 (2e-02)
20002_1258_Neale_UKBB_1	1661	0.437835848318	PC4 (9e-02)
20002_1258_PanUKBB_PanUKBBR1_1	1661	0.55502267308637	PC5 (2e-02)
20002_1258_PanUKBB_PanUKBBR2_1	1661	0.55502267308637	PC5 (2e-02)
20002_1261_Neale_UKBB_1	1661	0.0151131461644593	PC11 (5e-03)
20002_1261_PanUKBB_PanUKBBR1_1	1661	0.0330365501478918	PC7 (5e-03)
20002_1261_PanUKBB_PanUKBBR2_1	1661	0.0330365501478918	PC7 (5e-03)
20002_1262_Neale_UKBB_1	1661	0.0886806475665709	PC5 (2e-02)
20002_1262_PanUKBB_PanUKBBR1_1	1661	0.161652134086245	PC5 (4e-02)
20002_1262_PanUKBB_PanUKBBR2_1	1661	0.161652134086245	PC5 (4e-02)
20002_1263_PanUKBB_PanUKBBR1_1	1661	0.217943175453775	PC5 (2e-02)
20002_1263_PanUKBB_PanUKBBR2_1	1661	0.217943175453775	PC5 (2e-02)
20002_1264_Neale_UKBB_1	1661	0.485607576720193	PC10 (4e-02)
20002_1264_PanUKBB_PanUKBBR1_1	1661	0.126648861314092	PC10 (2e-02)
20002_1264_PanUKBB_PanUKBBR2_1	1661	0.126648861314092	PC10 (2e-02)
20002_1265_Neale_UKBB_1	1661	0.11910514929671	PC12 (5e-03)
20002_1265_PanUKBB_PanUKBBR1_1	1661	0.199372859086051	PC12 (2e-02)
20002_1265_PanUKBB_PanUKBBR2_1	1661	0.199372859086051	PC12 (2e-02)
20002_1266_Neale_UKBB_1	1661	0.747434517953307	PC8 (6e-02)
20002_1266_PanUKBB_PanUKBBR1_1	1661	0.742815685587665	PC8 (2e-02)
20002_1266_PanUKBB_PanUKBBR2_1	1661	0.742815685587665	PC8 (2e-02)
20002_1267_Neale_UKBB_1	1661	0.320581337196	PC9 (9e-02)
20002_1267_PanUKBB_PanUKBBR1_1	1661	0.446233112659553	PC12 (3e-02)
20002_1267_PanUKBB_PanUKBBR2_1	1661	0.446233112659553	PC12 (3e-02)
20002_1274_Neale_UKBB_1	1661	0.548000251775653	PC6 (1e-01)
20002_1274_PanUKBB_PanUKBBR1_1	1661	0.526539539761361	PC8 (1e-01)
20002_1274_PanUKBB_PanUKBBR2_1	1661	0.526539539761361	PC8 (1e-01)
20002_1275_Neale_UKBB_1	1661	0.966834843660152	PC14 (2e-01)
20002_1275_PanUKBB_PanUKBBR1_1	1661	0.932172604680938	PC14 (1e-01)
20002_1275_PanUKBB_PanUKBBR2_1	1661	0.932172604680938	PC14 (1e-01)
20002_1276_Neale_UKBB_1	1661	0.190669676937102	PC2 (3e-02)
20002_1276_PanUKBB_PanUKBBR1_1	1661	0.527150122633061	PC6 (3e-02)
20002_1276_PanUKBB_PanUKBBR2_1	1661	0.527150122633061	PC6 (3e-02)
20002_1277_Neale_UKBB_1	1661	0.0505870133672588	PC2 (2e-02)
20002_1277_PanUKBB_PanUKBBR1_1	1661	0.12152504217925	PC2 (2e-02)
20002_1277_PanUKBB_PanUKBBR2_1	1661	0.12152504217925	PC2 (2e-02)
20002_1278_Neale_UKBB_1	1661	0.736144065477421	PC3 (7e-02)
20002_1278_PanUKBB_PanUKBBR1_1	1661	0.417304681853625	PC1 (3e-02)
20002_1278_PanUKBB_PanUKBBR2_1	1661	0.417304681853625	PC1 (3e-02)
20002_1279_Neale_UKBB_1	1661	0.0254401884194654	PC2 (2e-02)
20002_1279_PanUKBB_PanUKBBR1_1	1661	0.0540491353516422	PC6 (8e-03)
20002_1279_PanUKBB_PanUKBBR2_1	1661	0.0540491353516422	PC6 (8e-03)
20002_1281_Neale_UKBB_1	1661	0.700263578674966	PC11 (7e-02)
20002_1281_PanUKBB_PanUKBBR1_1	1661	0.951651355883704	PC11 (2e-01)
20002_1281_PanUKBB_PanUKBBR2_1	1661	0.951651355883704	PC11 (2e-01)
20002_1282_Neale_UKBB_1	1661	0.356025929182965	PC8 (7e-03)
20002_1282_PanUKBB_PanUKBBR1_1	1661	0.451283427077062	PC8 (1e-02)
20002_1282_PanUKBB_PanUKBBR2_1	1661	0.451283427077062	PC8 (1e-02)
20002_1286_Neale_UKBB_1	1661	0.641881387476151	PC9 (5e-02)
20002_1286_PanUKBB_PanUKBBR1_1	1661	0.321995363899663	PC9 (2e-02)
20002_1286_PanUKBB_PanUKBBR2_1	1661	0.300898368871057	PC9 (1e-02)
20002_1287_Neale_UKBB_1	1661	0.503696866189977	PC8 (9e-03)
20002_1287_PanUKBB_PanUKBBR1_1	1661	0.191286328480353	PC8 (1e-02)
20002_1287_PanUKBB_PanUKBBR2_1	1661	0.191286328480353	PC8 (1e-02)
20002_1288_Neale_UKBB_1	1661	0.133318305053203	PC8 (6e-02)
20002_1288_PanUKBB_PanUKBBR1_1	1661	0.0537230353780517	PC14 (1e-02)
20002_1288_PanUKBB_PanUKBBR2_1	1661	0.0537230353780517	PC14 (1e-02)
20002_1289_Neale_UKBB_1	1661	0.159275952556549	PC5 (3e-03)
20002_1289_PanUKBB_PanUKBBR1_1	1661	0.0571603779891778	PC5 (5e-03)
20002_1289_PanUKBB_PanUKBBR2_1	1661	0.0571603779891778	PC5 (5e-03)
20002_1290_Neale_UKBB_1	1661	0.360282533651979	PC13 (1e-02)
20002_1290_PanUKBB_PanUKBBR1_1	1661	0.4545463519373	PC13 (5e-03)
20002_1290_PanUKBB_PanUKBBR2_1	1661	0.4545463519373	PC13 (5e-03)
20002_1291_Neale_UKBB_1	1661	0.233250776574729	PC14 (4e-02)
20002_1291_PanUKBB_PanUKBBR1_1	1661	0.449987115688121	PC14 (5e-02)
20002_1291_PanUKBB_PanUKBBR2_1	1661	0.449987115688121	PC14 (5e-02)
20002_1293_Neale_UKBB_1	1661	0.764400810653648	PC12 (6e-02)
20002_1293_PanUKBB_PanUKBBR1_1	1661	0.966771324345512	PC12 (2e-01)
20002_1293_PanUKBB_PanUKBBR2_1	1661	0.966771324345512	PC12 (2e-01)
20002_1294_Neale_UKBB_1	1661	0.165502887220559	PC1 (4e-02)
20002_1294_PanUKBB_PanUKBBR1_1	1661	0.0706650011364614	PC5 (1e-02)
20002_1294_PanUKBB_PanUKBBR2_1	1661	0.0706650011364614	PC5 (1e-02)
20002_1295_Neale_UKBB_1	1661	0.767084712862834	PC5 (7e-02)
20002_1295_PanUKBB_PanUKBBR1_1	1661	0.822463018350129	PC5 (7e-02)
20002_1295_PanUKBB_PanUKBBR2_1	1661	0.822463018350129	PC5 (7e-02)
20002_1297_Neale_UKBB_1	1661	0.676836531435601	PC14 (9e-02)
20002_1297_PanUKBB_PanUKBBR1_1	1661	0.415967764778658	PC10 (6e-02)
20002_1297_PanUKBB_PanUKBBR2_1	1661	0.415967764778658	PC10 (6e-02)
20002_1308_Neale_UKBB_1	1661	0.188264583951264	PC3 (4e-02)
20002_1308_PanUKBB_PanUKBBR1_1	1661	0.639752696094066	PC7 (1e-01)
20002_1308_PanUKBB_PanUKBBR2_1	1661	0.639752696094066	PC7 (1e-01)
20002_1309_Neale_UKBB_1	1661	0.408495390752362	PC2 (2e-02)
20002_1309_PanUKBB_PanUKBBR1_1	1661	0.0893747346629488	PC2 (6e-03)
20002_1309_PanUKBB_PanUKBBR2_1	1661	0.0893747346629488	PC2 (6e-03)
20002_1311_Neale_UKBB_1	1661	0.648864569946872	PC9 (2e-02)
20002_1311_PanUKBB_PanUKBBR1_1	1661	0.572912764861543	PC9 (1e-01)
